profileName,review/summary,review/score
WryGuy2,Truly Outstanding Book on the German Effort in the Eastern Front in 1942,5.0
Jeff J. Janoda,Superb -- and necessary-- historical work,5.0
"S. M. Klauber ""a history lover""",A Great Book,5.0
,impressive book on a ghastly battle,5.0
,A well written and informative book,5.0
Jo Thoenes,Very very impressive,5.0
Eugene Fleisher,Lufwaffe operations from the Crimea to Stalingrad,5.0
,Very well researched and written book. Worth buying.,5.0
,I was a bit disappointed at first,5.0
,impressive book on a ghastly battle,5.0
"1. ""John Henninger""",a harshly critical book about the Luftwaffe,5.0
Joseph Rogash,Fills a critical void,4.0
,Covers a GREATLY NEGLECTED topic,4.0
,I'm keen on Luftwaffe books and this is amongst the best.,5.0
Rudi Liestal,The greatest Battle of Stalingrad book,5.0
canthy burgh,A surpring find and a terrific read,5.0
"Charles Karnes ""Reagan Karnes""",No fuel equals no victory,5.0
Salv. Scognamillo,Historians and serious Stalingrad readers must read this,5.0
Adrian J. Clifton-Maben,Unsurpassed in importance!,5.0
"""callumoats""",Loved this book,5.0
Rudi Liestal,The greatest Battle of Stalingrad book,5.0
"Devl's Advocate ""RSHA""",Magnificient!,5.0
RED BARON,AN EXCEPTIONAL WORK,5.0
Jeffersonbroady,Great Book on German Stalingrad Airlift,5.0
William A. Thayer,The Stalingrad Air Power Story,5.0
F. Carol Sabin,Excellent coverage of many air operations,5.0
"Eric Hoover ""hoover""",Very good book,4.0
Rahul R. Chaudhary,stopped at stalingrad,5.0
William C. Mcdaniel,a must have stalingrad book,5.0
"""emodin""",A good book on the Luftwaffe's actions in the Southern Front,4.0
G E Berthout,Very original approach with critical new findings.,5.0
Mrs Gillian M. Lloyd,A very impressive book. As good as his book on Lord Nelson!,5.0
,An excellent addition to the history of Operation Blau,5.0
Eric Steer,This is the strongest Stalingrad book!,5.0
Denes Bernad,A must-have for everyone interested in the Stalingrad Battle,5.0
Constance Smith,Fascinating record of a lost battle,5.0
Matt,a worthy addition to WW II Eastern Front histories,4.0
"Tom Munro ""tomfrombrunswick""",Okay,5.0
,Well worth buying!,5.0
,Compulsory reading for anyone interested in campaign history,5.0
peter j smith,This is a tremendous book. VERY HIGHLY RECOMMENDED,5.0
,Interesting new information,5.0
John Slavin Jr,OUTSTANDING BOOK.,5.0
"MJC ""Appealsman""",Good Book on Eastern Front Luftwaffe,4.0
"Major Pollock ""Don""",The Best of the Best,5.0
"Moshe Ofer ""History amateur""",One sided,3.0
Joel Brown,A cloud in a Dream,5.0
MARY MAGUIRE,THREADS FOR SEEKERS,4.0
Lawrence Alschuler,Sufi is inSUFIcient,2.0
The African Institution,A Synchronic Historical Tour De Force,5.0
Joseph Siegler,"Great book - covers up to the 96 season, when it was written",5.0
,A Local Fan's Review,5.0
Phil J. Lewis,Nadel is Great,5.0
"Michael J. Lednicky ""ledhead""",Dead on portrait!,5.0
,a &quot;MUST READ&quot; for any Texas Rangers fan.,5.0
"S. Chu ""Cammy-D""",Excellent read for any Rangers Fan,5.0
,Written with complete candor.,5.0
,a &quot;MUST READ&quot; for any Texas Rangers fan.,5.0
,The best series available for parents,5.0
Nature Mom w/ 2 children + EE & Management de...,Money-saving tips &amp; ride reviews alone are worth it!,5.0
,excellent,5.0
,What a great book!,5.0
,Good Reference for Disney World,4.0
,A great place to start,5.0
Chris Randall,"A must have before, during and after your vacation at Disney",5.0
S Marks,this book was a big dissapointment,2.0
Kim,Great Info...especially about the Disney Cruise Line,5.0
"""isabella1""",fun!,5.0
Dr. Michael A. McAdams,Exellent text for introducing college students to Geography,5.0
Amanda K. Adams,"Intro to Geography: People, Places, and Environment (4th Edition)",5.0
"Anthony Frameli ""weather man""",introduction to geography,5.0
ron z,good,4.0
Jean,Thumbs up,5.0
Breezy,Geography,5.0
"Tyler J. Mccubbin ""TJ McCubbin""",Typical textbook,5.0
hi,sorry,5.0
college bound,:O),5.0
Jamie,Quick service!,5.0
Tammeron Shields,Excellent,5.0
Sarah Huff,great service,5.0
"The Pretty "":o)""",fantastic,5.0
"J. Pettingill ""Jac""",Best Children's books ever,5.0
amazon shopper,mercer mayer does it again,5.0
"Judi E. Vrieling ""JudiV""",Mercer Mayer Books,5.0
Irish Living,Timeless,5.0
"George Buttner ""Agent0042""",So Much to Do --- Anytime for a Snowman?,5.0
J Kampbell,Just a Snowman by Mercer Mayer,5.0
"J. Towe ""Quiet Place""",Fun on Every Page,5.0
A. Miller,Not as good as most,2.0
BB,One of our favorites,5.0
Mr. Ritz,Love this book,5.0
Joanne F. Hanna,Snowman,5.0
jogrammy,Granddaughter loves these books!,5.0
Colorado Mom,Another great book!,5.0
Tamara Potselueva,Great books but not authentic,4.0
L. Donahue,Great Book for Young Boys,5.0
Abigail Larsen,"Gorgeous Pictures, Not-So-Great Writing Quality",4.0
a customer,Blaze book,5.0
Fox,Nice stories for the family to enjoy,5.0
Barbara J. Murphy,Good series,5.0
R. Day,Terrific series,5.0
"4xsaGrandma ""Sassy""",Blaze Horse Books,5.0
"V. Ostry ""Nana V""",Great book for young readers!,5.0
"B. Sly ""Cherry Ruby""",A Classic!,5.0
Darlene Sharp,Cassie is AWESOME,5.0
Tane,Enjoyable book -- very touching,3.0
"Brenda ""MYSHELFDOTCOM""",A must read for those who love Indian romances.,4.0
,A bit disappointed,3.0
Truman Price Columbia Books,Little-known masterpiece,5.0
,Another masterpiece from the South.,5.0
J. Lowry,Great Halloween story!,5.0
vannicole,Checkout Please!,5.0
"Susan Que ""Amelie""",Childhood Favorite,5.0
"D. Carson ""KEEPER of the flame.""",Grew up with this book.,5.0
"Rachel ""Girltron/Rabbithorn""",#1 reference book in any Wiccan's library,5.0
"L. Wood ""Inona, Solitary Witch""",Absolutely Amazing!,5.0
,excellent!,5.0
"IvoryWitch ""ivorywitch""",I wish I could give it 10 stars!!!,5.0
the wizard of uz,How many Wiccans does it take to change a light bulb?,5.0
Turtle,This is the one book about wicca you must read,5.0
Winter,"The book is very well written and researched, HOWEVER....",5.0
"""moonfire_72""",Should be in every pagan's library,5.0
"Christopher W. Chase ""Christopher W. Chase""",Better than most studies,4.0
"""yangofsky""",Phenomenal!,5.0
Todd Covert,A sympathetic and scholarly history of Wicca,5.0
Christopher I. Lehrich,An excellent historical perspective,5.0
Marc Carlson,Hutton's latest,5.0
"Isaac Bonewits ""One of two profiles here at A...",The first *real* history of Wicca,5.0
Barbara A. Fisher,"A history of modern Witchcraft based on fact, not fantasy...",5.0
"""sherrian""",Wicca 901...,5.0
F. Schanda,A must-read on modern witchcraft and Wicca,5.0
Stephen A. Haines,Manufacturing mythologies,5.0
J. E. Barnes,A Question Of Survival,5.0
N. Clarke,Paganism meets intellectual rigour &amp; comes out rather well,5.0
pnotley@hotmail.com,The shocking truth about witchcraft...,4.0
"Morning Dove ""Liz""",How a religion is Born!,5.0
"Katherine Blackthorne ""Katherine Blackthorne""",The Truth About Wicca...,5.0
Morgan S. Davis,An Authoritative Book on Wicca's History,5.0
"J. Murphy ""JM""",The font size in the harback is easy to read,5.0
,A triumph of academia!,5.0
Alpha,St. Ronald!!!!,5.0
Karen C. Mchugh,A must-read for those who study the Craft.,5.0
David Romano,it's about time.........,5.0
Alan E. Barber,Witchcraft and Wicca--not quite the same thing,5.0
,Wrong turn in the Maze,2.0
Dan,Embarrassingly bad,1.0
,Of some interest,2.0
Curtis Steinmetz,This is an anti-Pagan book,1.0
Anna,linear thinking loud equals authority,1.0
,Same Old Rhetoric,1.0
,Can't see the forest for the trees,1.0
Cwn_Annwn,Worth Reading,4.0
Garnet,Well Written But His Theories Still Need Work,1.0
,Wounded Knee Revisited,1.0
,Interesting despite the many errors,2.0
Ursa Lee,will it never end!?,2.0
Eishini,Outstanding,5.0
"Heather Johannesen ""Book Lovers' Ink""",Review of Triumph of the Moon,5.0
S.,"Neither earth-shattering, nor an easy read.",3.0
"D. Holdgreiwe ""philosopher""",Best Book Available on Wicca,5.0
DT/ Cole,Some Info On Pre-Gardnerian Traditions Too!,4.0
"""mrninglite""",Not Afraid of the Truth,5.0
"Ms Miller ""waiting is...""",Wonderful,5.0
"Roberto Quintas ""pagan & proud""",must to read,5.0
"Marty G. Price ""Gale Price""",Triumph of Romanticism!,5.0
"Heather ""Heather""",It will make to re-think everything,5.0
Kelly Linde,Excellent.....REALLY,5.0
Mr. M. P. Duffy,A nice change from the Murray & Frazer fantasies!,5.0
Kelly (Fantasy Literature),We've been waiting for something like this!,5.0
,"I'm speechless, and without a title...",5.0
,I wish I could find more,5.0
Spatch3,One of the only/best histories of Modern Pagan WItchcraft,5.0
"Lance M. Foster ""Solvitur ambulando""",A Scholar Looks at the Roots of Neopaganism,5.0
"Krys Garnett ""Krys""","Excellent work, shame about the typeset.",4.0
Mr. S. A. Lawton,A must for anyone interested in the craft,5.0
Degan,The 'must-have' history of modern witchcraft,5.0
"Linda Marsh ""I believe!""",Excellent information from a great historian of the craft,4.0
K. Sokol,Read this!,4.0
Angelica O,Wonderful,5.0
Kaatryn MacMorgan,Modernism Upheld.,5.0
,Tunnel Vision at its best,2.0
"The Old Philosopher ""The Old Philosopher""","Good interesting book, but not the last word.",4.0
Ben Whitmore,A scholarly tone hides a biased approach,2.0
"Lycaenid ""lycaenid""",A Work Not Finished,3.0
College professor,Evolution of Modern Paganism,5.0
,"difficult going, but not for the quality of the writing",3.0
"happydogpotatohead ""happydogpotatohead""",Absolutely essential for the serious Pagan &amp; Wiccan,5.0
Dogmother,The fluff bunnies will hate it,5.0
L O'connor,Triumph of Common Sense,5.0
,Required reading for serious students of the Wiccan religion,5.0
"""gwydionoak""",Sets A New Standard,5.0
,Long Overdue,5.0
A Skeptical Reader,If you only read one book on Wicca...,5.0
BibliophilePagan,Excellent History of the Development of Wicca and Modern Paganism,5.0
JonP,Good explanation of Ebusiness IT solutions for eProcurement,4.0
R. L. Olive,Good nuggets sprinkled throught the average writing,3.0
Annette Wallach Cohen,Helps Children to Understand Death!,5.0
OutdoorGirl,Excellent book,5.0
mama donuts,beautiful book,5.0
Joanna Polisena,Awesome Book,5.0
Stechpalme,"helped me, too",5.0
JenP,excellent book showing death is natural and happens to every living being,5.0
Oceana Leus,lifetimes,5.0
Vicki M. Krueger,Gentle way to explain death to a child,5.0
T. Huck,awesome book to explain death to children,5.0
Katherine Johnson,classroom use,5.0
"Sadie4184 ""Sadie""",Good way to introduce death to child - probably 4 and up,5.0
Linda Scoble,pretty good book,4.0
Laura Cherry,Great book!,5.0
judy jacks berman,Lifetime:The Beautiful Way To Explain Death to Young Children,5.0
Rhonda Davis,Amazing,5.0
"Far From Home ""Blue Skies""",Another good grief book,4.0
Seamist,"If you believe people have an eternal soul, this book is not for you.",2.0
"M. Rosenthal ""MM Rosenthal, HBE""",Lifetimes: Healing for Children and Adults,5.0
Jeff Haverlack,Lifetimes: Not ONLY about death,5.0
Allison,A book about life that helps explain death,5.0
J. Hazel,A defining book.,5.0
,A &quot;matter-of-fact&quot; book about lifetimes and death.,3.0
,"Lifetimes, The beautiful way to explain death to children",3.0
,How can you heal a grieving child's loss?,5.0
Niki Barron,We Love It!,5.0
"Craig Dickson ""Independent Software Consultant""","Very gentle introduction, but awkward at times",3.0
"D. Reinstein ""marindavid""",A Good Introduction For Youngsters To The Reality That Life Is Never Forever,5.0
,Lifetimes; A beautiful way to explain death to children,5.0
Teacher Jeff,"Useful, factual book about death",5.0
"J. Denys ""mommy of two""","Simply stated, great for any age.",4.0
Carol Silva,Great Book!,5.0
Emmi,Helpful in time of loss,4.0
Sally Wool,book on death for kids & their adults,4.0
"freddi ""book worm""",Lifetimes,5.0
Stephanie and Stephen,Great book,4.0
Carol Sue,I'm grateful for this book,5.0
J. S. Kulas,Good book for a sensitive topic,5.0
Gina,Good book with a few problems,3.0
Math Momma,Nice and not religious.,5.0
"mikki630 ""mom/cancer survivor""",A great choice if you're looking for something simple,5.0
,An incredible way to explain death to children!!,5.0
,Excellent for explaining death to children.,5.0
Volkert Volkersz,Effective book for discussing physical death with a child,4.0
"Ms. Pattie ""PreSchool Teacher""",Tender Topics - Explaining Death to Little Ones,5.0
J. Fraser,Perfect,5.0
"Tracy R. Haralla ""Tracy H""",I read this as a child...,3.0
"M. Miron ""moe""",wonderful book,5.0
BP,You'll read it and discover why you need it,5.0
"James ""software_rancher""",Stillwater trout don't want you to read this book!,5.0
Gnarly1,"Good, But Dated",3.0
Maurice Harkins,Very informative,5.0
redrdl,Great books on fly fishing,5.0
Andrew Schonbek,You Have To Be Like A Heron,4.0
Jay Park,"A Truly Intriging, informational book trout.",5.0
Douglas VanderMeulen,Wonderful devotional,5.0
"DocTheology ""DocMN""",Worth Having Daily,5.0
"""blackhead""",An Excellent State Herpetology,5.0
,Dance of Darkness,5.0
M. Wecker,Wonderful,5.0
WhiteLight,Great Book,5.0
A.,Dance of Darkness,5.0
Empire Builder,17 years old and it shows,2.0
Antonio Leal,medicine ball book review,5.0
"C. Jackson ""striver""",good stuff,4.0
Jeyan65,So so only,2.0
Robert Morris,A Brilliant Achievement,5.0
"John Matlock ""Gunny""","Robert Fulton Had Help, He just Didn't Admit It",5.0
Corinne H. Smith,"Here we are told ""the rest of the story ...""",4.0
"Ken Atwater ""Ken""",well-written history of invention and competition,5.0
"miareader ""miareader""",Wonderful,5.0
Patriot 753,USA1,1.0
"E. Harris ""End-Times""",If you believe this then I have some oceanfront land in Arizona....,1.0
JB1,Not a scholarly book,1.0
"R L ""Bonehead""",Mindless and thoughtless,1.0
"Amerigo Lopes ""Amerigo""",FOR LOVE OF GOD AND COUNTRY,1.0
"N. Robert Lee ""Dardanarius""","Moronic, to use the authors' own terms.",1.0
"Steve Jackson ""stevejackson100atyahoocom""",The Agnostic Constitution,2.0
Kingdaddy,A hard book to argue with,5.0
"Robert Derenthal ""bucherwurm""",The Answer For All Those Who Would Rewrite History,5.0
geot1@aol.com,I have never been more proud to be an American,5.0
Michael Heath,"Right for the times, the right tone, begging for more",4.0
Kent Holland,Powerful and Persausive,5.0
,1st Class overview of what the 1st Amendment is all about,5.0
Philo,Excellent primer,5.0
"watzizname ""watzizname""",Why Did Believers in God Draft a 'Godless' Constitution?,5.0
,Kramnick has a Fantastic Sense of Persuasion,4.0
B. Smart,This work has NO citations - not a scholarly book,1.0
Joshua Christofferson,Remembering The Beginnings,4.0
,Required Reading for all Americans,4.0
"G. Barth ""Gary""",Personal Opinions from Liberal Scholars,1.0
Rene Gomez,conservative misinformation,5.0
Robert Moore,A persuasive argument against contemporary fundamentalist revisionist history,5.0
JP,Brain washing,1.0
nick,This is fallacious,1.0
Dan W. Crawford,"Baseless, made up propaganda",1.0
Robert M. Kelley,Not scholarly,1.0
,Concise Defense of the Separation of Church and State,5.0
,"Great book, but not quite as good as...",5.0
,A Must Read,5.0
"G. F Gori ""Jeffersonian libertarian""",Jeffersonian Tradition,5.0
"""bporter51317""",Well researched and presented.,5.0
Bekah,Why This Book Is Interesting,5.0
"David W. Brown ""SmokyMtnDave""",Religious Challenges of The Constitution,5.0
"""ebreit42""",Dead right,5.0
C. Brennan,Dispelling the Myths,4.0
"Enigma ""Cheers""",Historical Revisionism,1.0
,What happened to the Night World?,4.0
,Definitely not her best.,2.0
,Pretty Awesome!!,4.0
MaeveH5581@aol.com,Very Good,5.0
,I thought it wasn't as good as the other Night World books,3.0
,don't really know,3.0
,Everlasting Love--what else?,2.0
,I was slightly dissapointed.,3.0
,Good,5.0
,An OK book,3.0
,Not the best,3.0
,Worst Night World book,4.0
,Good Book,5.0
,This book is great! Get it now! Don't hestitate!,5.0
,Gillion Lennox discovers her guardian angel is not an angel,5.0
,Pretty Good,5.0
,The best Night World book,5.0
,One of the better in the Night World series.,5.0
,A waste of your time...,2.0
"""danceuponamoonbeam""",Great Story but the romance dissapointed me,5.0
Madison Harper,Four and a Half Stars,5.0
"Nancy E. ""Nancy""",My favriote in the series (so far),5.0
,Dark Angel,5.0
,My Favorite!,5.0
,It seems like I may be one of the only people who like it.,5.0
,I can't belive LJS wrote this,1.0
,"A good book, in the traditon of all the L. J. Smith books",5.0
Creature_of_the_Night,"First One That I've Read, And Definately Coming Back For More",5.0
jasmine,My favorite night world series book,5.0
"K. Davis ""The Rose Bride""",A Nice addition to the Night World series,4.0
Deidre Huesmann,Boring? Please!,4.0
"""wujasmine""",Ranks about 7th on the Night World series scale,3.0
